customer_tweet_id,response_tweet_id,customer_text,customer_text_normalized,amazon_response,amazon_response_normalized
1698,1700,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,@user Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ
1701,1704,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,@user It would be best if you get in touch with us by phone or chat.use this link to do so: [URL] ^CH
1706,1705,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.","@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,@user I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: [URL] ^LH
1708,1707,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠","@user being charged for amazon prime & when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,@user Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: [URL] ^KP
1710,1709,@AmazonHelp where can I chat with a support member for a false charge,@AmazonHelp where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,@user I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: [URL] ^BL
1713,1711,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,@user Thanks for reaching out to us! You can find info on adding household members here: [URL] ^MO
1715,1714,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,Seriously @user ? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,@user Sorry for the inconvenience! Check out how to manage your notifications here: [URL] ^SG
1718,1716,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.","I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,@user I'm sorry for the long wait; what is your current order status showing when you review it: [URL] ^WM
1717,1719,"@AmazonHelp My package just got here. All good, thank you!","@AmazonHelp My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA","@user Thank you for keeping us posted, Rachael! ^BA"
1722,1720,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@user Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA","@user I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA"
1721,1723,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB","@user We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB"
1724,1725,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,@user Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB
1726,1727,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 [URL] preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,@user Thanks for the link. We are not a participating retailer to receive the bonus content. Details: [URL] ^BE
1736,1734,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,@user Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: [URL] ^LH
1735,1737,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL","@user We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: [URL] ^BL"
1741,1739,@115821 please spend time &amp; money to fix your app. Constant issues with it.,@user please spend time & money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL","@user Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL"
1740,1742,@AmazonHelp I have. No luck.,@AmazonHelp I have. No luck.,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,@user Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP
1745,1743,My Kindle not working properly is breaking my heart! 😩💔,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ","@user Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks! ^AJ"
1744,1746,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,@user No problem! You may need to deregister the Kindle from the old account. You can see how here: [URL] ^AJ
1748,1747,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! [URL],"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT","@user (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT"
1752,1750,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@user Truly. This is the strangest vampire book I’ve ever received. 😜 cc @user @AmazonHelp #misship [URL],@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,@user I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: [URL] ^FJ
2533,2532,"@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX",@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。 お礼と報告まで。 [URL],@116312 わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,@user わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM
2535,2534,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,@user こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM
2537,2536,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。",@AmazonHelp ありがとうございます！ テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。,"@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ",@user かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。 [URL] 改善しない場合、カスタマーサービスにお知らせください。 [URL] ET [URL]
2544,2542,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@116314 How long has it been since you've e-mailed the seller? ^TR,@user How long has it been since you've e-mailed the seller? ^TR
2543,2545,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN","@user Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN"
2547,2546,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,@user We're unable to view any account information via Twitter. What's the current tracking shown here: [URL] ^AG
2549,2548,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks","@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,@user I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG
2551,2550,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS","@user Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS"
2553,2552,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@user Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW","@user Hi, just a question at the beginning - do you prefer answers in German or English? ^NW"
2556,2554,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE","@user I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE"
2555,2557,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,@user I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: [URL] ^EA
2559,2558,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?","@AmazonHelp hello, I’m having an issue with a same day ship order. Can you help me?",@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,@user Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB
2561,2560,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! [URL],"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",@user We'd like to take a closer look into this refund for you. Please reach us at: [URL] ^CC
2565,2564,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,@AmazonHelp Where is my order? [URL],"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",@user I'm sorry it hasn't arrived! Please reach us here: [URL] so we can look into available options. ^SJ
2568,2566,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","Hey @user , why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ","@user Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ"
2570,2569,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA","@user I would like someone from our team to take a look into this for you, Sanu. Please reach out here: [URL] ^LA"
