tweet_id,customer_text,amazon_response,intent,valid
86069,"@AmazonHelp I already have an been told it's been handed over to tech team an to expect a call by 8:00pm but can you garentee you will honour it and il get my item at the original price I was paying","@134791 We want to help get this resolved for you! Thank you for your patience with our tech team. -RD",other,True
31350,"@AmazonHelp No he raced passed me as I was walking my lo to nursery, after delivering to one of my neighbours.","@122910 We'd like to get more information if possible. Please click the link to contact us:  https://t.co/JzP7hlA23B Thanks. ^EM",order_delivery,True
21425,"@AmazonHelp What's the response from amazon team. I'm anxious to see my idea @115850","@120686 Big ideas take time to be implemented. 😉 We have forwarded your suggestion. We don't get any update on it.^HR",other,True
109956,"Hey @115850 @AmazonHelp either stop creeping me out with your ads everywhere or I'm uninstalling the app!","@140406 I understand your concern regarding the advertisements. Clearing your caches and cookies, should fix it. Do let us know if it still persists. ^AM",product_issue,True
29977,"@AmazonHelp How? Have tried via rubbish website, emailed given up on order &amp; now playing Twitter","@122594 As we're unable to view your account via Twitter,pls contact here:https://t.co/zH8UlhTGcc so we can help you out. ^KM",order_delivery,True
36503,"@AmazonHelp https://t.co/eNaIWKNoXP","@123962 Thanks for sharing! Do you currently have Amazon Unlimited? Please let us know! ^KJ",INVALID,False
38565,"@AmazonHelp Amazon UK","@124407 What is the most recent delivery estimate shown: https://t.co/BQmcNXViiI? ^SJ",INVALID,False
77458,"@116316 ihr storniert meine Bestellung, weil der Artikel nicht lieferbar wäre, das aber seit fünf Tagen zu einem höheren Preis ist. Irgendwie schwach. 😏😏","@133253 Um welchen Artikel handelt es sich denn? Hast du einen Link für mich? ^AW",cancellation,True
74672,"@AmazonHelp I have sent an email. I hope this is resolved asap!","@132720 Thank you, Sarah! Please be sure to check your e-mail for a response. ^GP",INVALID,False
89153,"Hallo @116316, bin mit Ihnen superzufrieden, aber die eigenen Amazon-Lieferanten sind die LETZTEN Louies. Bitte wieder DHL u Hermes!","@135283 Hi! Magst du uns verraten, was vorgefallen ist? Liebe Grüße ^TA",order_delivery,True
36597,"@AmazonHelp @115850 Pathetic software . Never receive call. Check snapshot.. Pathetic post sales service https://t.co/peqBNSVrZ2","@123971 Thanks a bunch for sharing your details. We shall reach out to you at the earliest. ^CB",other,True
71828,"Amazonで頼んで既に届いた商品がなぜか配達中になってる…… 2個頼んだのかと不安になったけどそうでもないな…… 謎である","@132117 アマゾンです。ご心配をおかけしております。配送状況の反映にお時間がかかっている可能性がございます。重複で発送されることはございませんので、ご安心ください。ET",order_delivery,True
69648,"@AmazonHelp We have only been told it may be another day or two. I can't plan my working days around Amazon deliveries. Pretty shocked at how late in the day this notification came through as well.","@131784 Late parcels typically arrive within 24 hours of their original delivery date. If not received by 22:00 tomorrow, please phone or chat with us here: https://t.co/JzP7hlA23B ^AN",order_delivery,True
4863,"@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯","@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",order_delivery,True
98581,"@AmazonHelp A person call me for pick up product for return, he reached home but due to non availability of box he told with to check with company...but he neither revert not come back.... Wat is happening?","@137574 It is fine, if the originally shipped packing is not available. However, item needs to be returned with the manufacturer packing. ^KA",refund_return,True
69671,"@AmazonHelp Tue ich. Jede Stunde und warte suf die Email... so nah dran 😥","@131789 Ich drück dir jedenfalls die Daumen 😉 Gruß ^TR",INVALID,False
75852,"Got a shoot coming up this Saturday but .. lights are not gonna come on time!:( @115821 please bring same day delivery here soon! 🙏🏿","@132983 Oh no! What delivery date was provided in your order confirmation email? ^TS",order_delivery,True
105260,"@AmazonHelp So this is the third day that it hasn't arrived. Someone needs to sort this out ASAP as I feel I a being lied to and passed from pillar to post.","@139245 I'm so sorry you still haven't received your order, Mark. I'd like to have a member of our team look into this personally. Please provide your details here and we'll be in touch: https://t.co/qyfadF7lrl ^HS",order_delivery,True
21924,"@AmazonHelp I hope u r done with all sorries apologies understanding n other such words to keep customer waiting? Now pls deliver my order.","@120777 We've sent you an email on this. Please refer the same. The resolution provided is the best we could offer in this case. ^HK",order_delivery,True
63881,"@AmazonHelp No... I received multiple emails saying this, for multiple items. There is no estimate for the length of delay. Your online agents can see no estimate for the length of delay, no dispatch notes, no notes at all. There is nothing on 'Your Orders' at all. https://t.co/wHOE2o3a0u","@130675 Thanks for providing this further information. We will inform you as soon as we have updated information for the delivery of the order.^PJ",order_delivery,True
111757,"Basta. @116928 @115821 @AmazonHelp pago subscripción Prime y nunca he recibido mis pedidos al día siguiente, ni siquiera a los dos días. Una vez vale, pero ya está bien, ¿no? Atentamente, un cliente descontento. #Amazon","@140825 Hola, lamento cualquier molestia ocasionada. ¿Actualmente tienes algún pedido pendiente de entrega? ^KS",order_delivery,True
74699,"@AmazonHelp Bah y'a pas l'option "" vous m'avez envoyer une commande que je vous ai demandé d'annuler "" 🤬","@132727 Avez-vous demandé l'annulation de la commande avant son expédition? Car une fois expédiée, l'annulation n'est possible. ^BR",cancellation,True
49961,"@AmazonHelp @115850 @115851 check from 10th Oct onwards, almost 50 mails sent. Always give same reply. Wait wait... Nothing else.","@127186 I get you being Upset. If you have responded to the email, they will get back to you with an update. Request you to wait. ^NK",other,True
64231,"ich fühl mich betrogen 💔 @AmazonHelp https://t.co/7S7dljOMR2","@130739 Ohne Worte. Ich kann deine Enttäuschung absolut nachvollziehen. Melde dich bitte mal diekt bei uns vom Amazon.de Social Media Team, damit wir dem nachgehen können: https://t.co/br7bhrlJn8 Viele Grüße ^UK",other,True
122041,"Pues sí, en chinga enviaron el pedido esos de @116875. Excelente.","@143197 Hola. Procuramos hacer las entregas lo más rápido posible.🏃📦 En el momento que recibas tu pedido postea una foto.😉  ^HC https://t.co/KGFHxaO0lK",INVALID,False
29661,"@AmazonHelp Ya I've done that already and it's still telling me I need to link my account...","@122516 OK try this:  ask ""Alexa Spotify connect""she will reply with  something like ""choose echo from Spotify connect list""  then you can go into your Spotify app and choose echo under device list. Let us know if this helps. I know it is not a link but it may help you! ^DJ",product_issue,True
108157,"@AmazonHelp Minha conta é no Banco do Brasil, cartão Elo ...","@140009 Sérgio, atualmente aceitamos cartões de débito das bandeiras Visa e Mastercard emitidos pelos bancos Bradesco, Itaú e Santander e Banco do Brasil, você pode verificar nossas formas de pagamento aceitas no seguinte link:https://t.co/Ugn55mlaTx  ^HC",payment_issue,True
91244,"Amazon Selling Fake Bose Speakers in India #Not offering Replacement #Fake Discount @AmazonHelp @ Amazon Scam in India #Poor CX #@5340 @131283 @132458 @132460 @119341 @115851 @121927 @135788 @5341 @135789 @135788 @5342 @1755","@131812 Apologies for the unpleasant experience. We've responded to you here : https://t.co/0VU3p1Z7Gh. Kindly reach out to us in the link provided for further assistance. ^PR",product_issue,True
90208,"@115830 - your customer service is a discredit to you. Your advisors are unable to communicate effectively and my issue remains unsolved. #wordsfailme","@135570 Oh my! Lorraine I'm sorry for the trouble. We strive to provide the best customer service we can and your feedback is important to us. Without sharing sensitive account details can you please tell us what is going on? ^MO",other,True
54379,"@AmazonHelp Normalement c'était entre 2 et 5 semaines après le 6 août. Et toujours rien..","@128309 Nous tenons à regarder cela de plus près et vous aidez. S’il vous plaît contactez-nous ici: https://t.co/hgIrz98cdI ^BR",other,True
69692,"@AmazonHelp @115850 Does this help if you have lost your money? ""I've checked the details and I see that our team is right on it."" What does it mean? By When? Today is DAY 19th. #AmazonFraud #AmazonPay #AmazonPayQuiz #AmazonFails @115851","@130696 We are working on it. We will reach out to soon with an update. Appreciate your patience. ^RW",payment_issue,True
31353,"@AmazonHelp Will  do when I’m home again","@122910 Sounds great! Please keep us posted. ^NM",INVALID,False
124732,"@AmazonHelp ありがとうございます！ 月間でも見放題ですか？","@143940 月間プランをご登録いただくと、会員期間中は、ブライムビデオは見放題となります。 是非！ご検討くださいませ。TY",other,True
59145,"アマゾンプライムの会費4000円きてて笑うわ","@129475 お手続き済みかと存じますが、会費請求後にプライム特典のご利用がない場合は登録解除手続き時に返金されます。手続き後にお送りするＥメールでもご案内しておりますので内容をご確認ください。ご不明な点がございましたらご遠慮なくご質問ください。SK",payment_issue,True
28413,"@AmazonHelp @115821 Two more days and still nothing. Delivery over a week late now. This has been going on for two months.","@122219 We are still working on this! Please be sure to check your e-mail for further updates. ^ZW",order_delivery,True
89099,"Just got off the phone with an Amazon Customer Service Rep from Honduras and my order is on way? and I'm pretty sure I'm engaged now.","@135277 Were we able to get your order placed and inquiry solved today? ^GP",order_delivery,True
13177,"Meu bebê chegou. Obrigado @117086 💙 https://t.co/I3fqrg94Fb","@118707 Que notícia boa, Luiz! Fiquei curioso... O que contém esse pacote? 🤔 ^CR https://t.co/DtVI16kHN1",INVALID,False
111742,"@116090 Hi, I'm in Toronto. If I'm ordering a snow blower, which carrier will it ship out with? https://t.co/P40IbHmeUM","@140821 Our orders are shipped through multiple carriers, and we're not able to tell which carrier an item will ship through until after an order is placed and is processed for shipment. I'm sorry for the inconvenience. ^GR",order_delivery,True
23983,"@115830 pre-ordered CoD WW2 on the 5th july, says today it won’t be delivered until 4th Nov, the day after release? Why is this?","@121156 Hi Lucy, is the game shipping to an address in the UK? ^RL",order_delivery,True
98618,"hey @115821 I don’t pay for Prime 2 day shipping to have my packages delayed ☹️","@137583 Hi Madison, without going into personal account info can you tell us more about this please? ^HS",order_delivery,True
103136,"@115830 waited in all day for my amazon prime for it not to arrive. Won't be renewing and it's needed for Friday. So annoyed https://t.co/Pxq2h8jdF9","@138686 Hello Charlotte. I'm very sorry to hear you haven't received your order as promised! This certainly isn't what we strive for and we want to help you look further into what's going on. When you have the chance, please ring us here: https://t.co/JzP7hlA23B. ^HC",order_delivery,True
59556,"@115825 wann kommt Mr.robot auf deutsch raus?","@129585 Aktuell gibt es noch keinen Termin dafür. Unsere Novemer Highlights findest du hier. https://t.co/NTCjZaCM8M Gruß ^MH",other,True
111830,"@AmazonHelp Desole je rentre seulement du travail, la reponse que j'ai eu ce matin etait que le service concerné me contacterait dans la journée ou par mail.","@140837 D'accord, si aucune réponse ne vous a été fournie par émail, je vous prie de relancer notre SAV via : https://t.co/hgIrz98cdI afin de vous indiquer où ça en est. ^KE",other,True
18184,"@116316 hallo ich hätte eine Frage kann man Prime auch mit einem Gutschein bezahlen?","@120038 Geht leider nicht: https://t.co/0UscifxcLC Du kannst für Amazon Prime einen Bankeinzug oder eine Kreditkarte verwenden. ^DS",payment_issue,True
40388,"@AmazonHelp oh! nov 8 or 9, but it was released yesterday and hasnt shipped","@124854 I know the wait is terrible! Please let us know if you don't get the order by the delivery date given! ^JZ",order_delivery,True
95301,"@116316 I've lived in four countries and by far yours is the worst @115821 service I've ever experienced.","@136723 Hey Dani, please let us know what happened! ^LN",other,True
114379,"Poor service from @AmazonHelp - Unable to deliver item to Amazon locker because it's full but didn't even bother to email me to tell me. Now won't have item needed by tomorrow.","@141427 I'm so sorry for the frustration! This is not the experience we want for our customers. Have you had the chance to talk to us in real-time? If so, what options were provided to you? ^HM",order_delivery,True
42482,"@AmazonHelp Schon erledigt. Bekomme ich denn direkt Ersatz zugeschickt, oder muss ich den Artikel erst an euch senden?","@125386 Wenn eine Ersatzlieferung veranlasst wird, wird diese auf den Weg zu dir gebracht, bevor du den Artikel zurücksendest. Gruß ^SI",refund_return,True
11087,"@AmazonHelp Continued buffering, loss of sound and it doesn't save where I leave off in programming.","@118091 Oh no! We'd like to look into this in real time with you. Please reach us via phone here: https://t.co/hApLpMlfHN ^AB",product_issue,True
101787,"Ey @AmazonHelp wie funktioniert sowas? 😂","@138295 Du weißt doch das Zauberer Ihre Tricks nicht verraten 😉 Spaß beiseite, melde dich bitte mal bei uns, dann sehen wir nach: https://t.co/ohyvGrpvrY Viele Grüße ^TR",other,True
200001,"@AmazonHelp I was charged twice for my Prime membership this month. Please check and refund the extra $14.99","@AmazonHelp I am so sorry for the double charge! Please contact our secure billing team directly so we can verify the duplicate transaction and issue your refund: https://amazon.com/help ^AB",payment_issue,True
200002,"@AmazonHelp Why is my debit card getting declined? There is plenty of balance and my bank says Amazon rejected it.","@AmazonHelp We recommend checking if your billing address matches exactly with your bank records. You can update payment methods here: https://amazon.com/crap ^JS",payment_issue,True
200003,"@AmazonHelp I see an unauthorized charge of $129 on my card from Amazon Digital. I never bought this!","@AmazonHelp We take unauthorized transactions very seriously. Please sign into your account and report this immediately to our fraud support team: https://amazon.com/security ^RW",payment_issue,True
200004,"@AmazonHelp How do I remove an expired credit card from my 1-Click payment settings?","@AmazonHelp You can manage and delete payment methods under Your Account > Payment options: https://amazon.com/pay ^MO",payment_issue,True
200005,"@AmazonHelp I paid using Amazon Pay balance but the merchant says order failed and balance was deducted!","@AmazonHelp If the transaction failed, the deducted amount is automatically refunded back to your Amazon Pay wallet within 2-4 hours. Let us know if not received! ^HK",payment_issue,True
200006,"@AmazonHelp Where can I download the GST tax invoice for order #402-998231? Need it for my business filing.","@AmazonHelp You can download your official tax invoice by heading to Your Orders > Invoice > Download Tax Invoice: https://amazon.com/orders ^SJ",payment_issue,True
200007,"@AmazonHelp My gift card code is showing already redeemed but I just scratched it off!","@AmazonHelp Please send us a direct message with the gift card claim code and serial number so we can investigate this with our Gift Cards specialist team. ^BE",payment_issue,True
200008,"@AmazonHelp I applied a $20 promotional promo code at checkout but the full price was charged.","@AmazonHelp Some promotional discounts apply only to items dispatched and sold by Amazon directly. Please verify the seller or reach out via chat so we can check. ^TS",payment_issue,True
200009,"@AmazonHelp Is it possible to split payment between two different credit cards for one single purchase?","@AmazonHelp Currently we can only split payments between an Amazon Gift Card balance and one credit/debit card. ^GP",payment_issue,True
200010,"@AmazonHelp My bank account was debited for order #112-887412 but your website says payment pending.","@AmazonHelp Banks sometimes take up to 24 hours to clear payment gateways. If the status doesn't change, the money will bounce back to your source account automatically. ^LN",payment_issue,True
200011,"@AmazonHelp I sent back the returned jacket 10 days ago. Tracking says delivered to warehouse but no refund yet!","@AmazonHelp Return processing generally takes 3-5 business days after reaching our fulfillment center. Once processed, refunds appear within 2-3 business days. ^AN",refund_return,True
200012,"@AmazonHelp The ceramic vase arrived completely shattered in pieces. How do I get a replacement?","@AmazonHelp We are so sorry about the broken item! You can request an instant free replacement under Your Orders > Return or Replace Items: https://amazon.com/returns ^HM",refund_return,True
200013,"@AmazonHelp I selected refund to original payment method but you refunded to Amazon Gift Card balance. Why?","@AmazonHelp If the original card has expired or the bank rejects the refund transaction, it defaults to your gift card balance. Please contact us to transfer to your bank. ^CB",refund_return,True
200014,"@AmazonHelp The return pickup courier never showed up today. Can I reschedule the pickup slot?","@AmazonHelp Yes, you can easily reschedule the pickup date and time window by visiting Your Orders > View Return Status > Reschedule. ^BE",refund_return,True
200015,"@AmazonHelp I received the wrong shoe size (ordered size 10, received size 7). Will I be charged for return shipping?","@AmazonHelp No, returns for incorrect items sent by Amazon are 100% free of charge! You can print the prepaid return label in Your Orders. ^TS",refund_return,True
200016,"@AmazonHelp Can I return an opened cosmetics product if it caused skin irritation?","@AmazonHelp Beauty items opened or used may not be returnable via the automated portal. Please chat with customer support directly so we can issue a manual exception refund. ^HS",refund_return,True
200017,"@AmazonHelp How long do I have to return an item bought during the Black Friday holiday period?","@AmazonHelp Items shipped between Nov 1 and Dec 31 qualify for our Extended Holiday Return Policy and can be returned until Jan 31! ^MD",refund_return,True
200018,"@AmazonHelp I don't have a printer to print the return barcode label. What are my options?","@AmazonHelp You can choose a QR-code return option at drop-off locations like UPS Store or Kohl's where they scan your phone and print it for you! ^RL",refund_return,True
200019,"@AmazonHelp The seller is refusing to authorize my return for a defective third-party marketplace product.","@AmazonHelp If a marketplace seller does not resolve your return within 48 hours, you are fully protected by our A-to-z Guarantee claim: https://amazon.com/atoz ^KM",refund_return,True
200020,"@AmazonHelp I returned 3 different items in the same box with one return label. Will all 3 get refunded?","@AmazonHelp Each return label is assigned to specific items. Please contact our support team with all 3 tracking IDs so we can manually record them at the warehouse. ^GP",refund_return,True
200021,"@AmazonHelp I cannot log in to my Amazon account. It says password incorrect and the reset email never arrives!","@AmazonHelp Please check your spam/junk folder. If you still don't see it, our Two-Step Account Recovery process can help verify your identity: https://amazon.com/account-recovery ^SJ",account_issue,True
200022,"@AmazonHelp My account has been locked due to suspicious activity. How do I unlock it?","@AmazonHelp To unlock your account, please submit the requested proof of ownership documents through our secure customer verification portal link sent to your email. ^RW",account_issue,True
200023,"@AmazonHelp I lost my old phone number and now 2FA two-factor authentication is preventing me from logging in.","@AmazonHelp You will need to complete the 2SV Account Recovery form with a photo of a government-issued ID to update your phone number: https://amazon.com/help/2sv ^AB",account_issue,True
200024,"@AmazonHelp How do I cancel my Amazon Prime annual subscription and get a prorated refund?","@AmazonHelp Go to Your Account > Prime Membership > Manage Membership > End Membership. If you haven't used Prime benefits since renewal, you'll receive a full refund. ^MO",account_issue,True
200025,"@AmazonHelp I want to change the primary email address linked to my Amazon account. Where do I go?","@AmazonHelp You can update your email under Your Account > Login & Security > Edit Email: https://amazon.com/login-security ^HK",account_issue,True
200026,"@AmazonHelp Is it possible to merge two separate Amazon accounts owned by the same person?","@AmazonHelp Accounts cannot be merged, but you can share Prime benefits and payment methods by linking them via Amazon Household: https://amazon.com/household ^TS",account_issue,True
200027,"@AmazonHelp I keep getting an error message saying 'Session Expired' whenever I browse on the mobile app.","@AmazonHelp Please try clearing app cache in your device settings, or uninstall and reinstall the latest version of the Amazon app from the app store. ^GP",account_issue,True
200028,"@AmazonHelp I did not authorize any change in my shipping address, but got an email alert about it!","@AmazonHelp Please change your account password immediately and contact our security team through the secure help link to secure your account. ^LN",account_issue,True
200029,"@AmazonHelp How do I permanently delete my Amazon account and personal browsing data?","@AmazonHelp You can submit a permanent account deletion request under Your Account > Close Your Amazon Account: https://amazon.com/close-account ^CB",account_issue,True
200030,"@AmazonHelp My Kindle Unlimited subscription was renewed automatically without my consent.","@AmazonHelp You can cancel Kindle Unlimited anytime under Your Memberships & Subscriptions. Any unused billing period will be reviewed for refund by our team. ^AN",account_issue,True
200031,"@AmazonHelp My Echo Dot keeps dropping Wi-Fi connection every 10 minutes. How do I fix this?","@AmazonHelp Please try unplugging the power adapter for 30 seconds, restarting your router, and ensuring your Echo is connected to the 2.4 GHz network. ^DJ",product_issue,True
200032,"@AmazonHelp The headphones I bought 3 weeks ago have no sound in the right earbud. What is the warranty procedure?","@AmazonHelp If within 30 days, you can return/replace it directly on Amazon. After 30 days, please reach out to the manufacturer warranty team with your invoice. ^HM",product_issue,True
200033,"@AmazonHelp Fire TV Stick 4K is stuck in a boot loop showing the Amazon logo. Any hard reset key combo?","@AmazonHelp Press and hold the Back and Right direction buttons simultaneously for 10 seconds to prompt the factory reset screen. Let us know if that works! ^BE",product_issue,True
200034,"@AmazonHelp The laptop box was sealed but missing the charging adapter and manual inside.","@AmazonHelp We apologize for the missing accessories! Please contact our team so we can arrange a replacement or contact the seller to dispatch the missing parts. ^KA",product_issue,True
200035,"@AmazonHelp Does the Kindle Oasis support waterproof usage in salt water/ocean beaches?","@AmazonHelp The Kindle Oasis is IPX8 rated for freshwater submersion up to 2 meters for 60 minutes, but is not designed for salt water or chlorine pools. ^RL",product_issue,True
200036,"@AmazonHelp The smart plug I ordered is incompatible with European 220V voltage outlets.","@AmazonHelp We recommend checking the voltage specs on the product detail page. You can return it for a full refund under Your Orders > Return Items. ^KM",product_issue,True
200037,"@AmazonHelp I received an item with an expired 'Best By' date of last month.","@AmazonHelp We are very sorry about that! Perishable goods sent past their expiration date are eligible for an immediate full refund without needing a return. ^HS",product_issue,True
200038,"@AmazonHelp Can I get an English user manual PDF for the Japanese air purifier I bought on Amazon?","@AmazonHelp Please check the product detail page under 'Product guides and documents' or contact the seller directly via Your Orders > Contact Seller. ^MD",product_issue,True
200039,"@AmazonHelp The shoes arrived with scuff marks and clearly look used instead of brand new.","@AmazonHelp That is definitely not acceptable. Please initiate a replacement in Your Orders so we can send a pristine new pair immediately. ^SJ",product_issue,True
200040,"@AmazonHelp Alexa is not recognizing voice commands on my Fire HD tablet. Microphones are unmuted.","@AmazonHelp Please verify that Alexa Hands-Free is toggled ON under Settings > Alexa on your Fire tablet, and test voice training again. ^PR",product_issue,True
200041,"@AmazonHelp I need to cancel order #203-991823 immediately. I accidentally ordered the wrong color!","@AmazonHelp If the order has not yet entered the shipping process, you can cancel it immediately by going to Your Orders > Cancel Items. ^GP",cancellation,True
200042,"@AmazonHelp I clicked cancel order an hour ago but now tracking says 'Preparing for Shipment'. Will it be cancelled?","@AmazonHelp If the shipment process has already started, cancellation might not be possible. However, you can refuse delivery or return it upon arrival for a full refund! ^LN",cancellation,True
200043,"@AmazonHelp Why did Amazon cancel my pre-order of the PlayStation 5 without giving a reason?","@AmazonHelp Pre-orders may be cancelled due to unexpected supplier inventory constraints or payment authorization failures. Check your registered email for details. ^BE",cancellation,True
200044,"@AmazonHelp Can I cancel just one single item out of an order with 4 items?","@AmazonHelp Yes! Go to Your Orders > Cancel Items, select only the specific item you want to cancel, and submit the cancellation request. ^TS",cancellation,True
200045,"@AmazonHelp I requested cancellation yesterday. When will the pending authorization charge drop from my credit card?","@AmazonHelp For cancelled orders, the pre-authorization hold is released by your bank within 3 to 5 business days. No funds are actually captured. ^CB",cancellation,True
200046,"@AmazonHelp The seller rejected my cancellation request saying the item was already packaged. What can I do?","@AmazonHelp Once packaged, items cannot be stopped. You can simply refuse the parcel when the courier arrives or initiate a return once delivered. ^AN",cancellation,True
200047,"@AmazonHelp How do I cancel Subscribe & Save automatic recurring monthly shipments?","@AmazonHelp Go to Your Account > Subscribe & Save > Subscriptions tab, click on the subscription, and select 'Cancel subscription'. ^MO",cancellation,True
200048,"@AmazonHelp I cancelled an order paid with Amazon gift card. How long until the gift card balance is restored?","@AmazonHelp Gift card funds are refunded back to your Amazon Gift Card balance immediately or within 2-3 hours of cancellation. ^HK",cancellation,True
200049,"@AmazonHelp Can I cancel an order after it has been handed over to the courier carrier?","@AmazonHelp Once with the carrier, it cannot be cancelled online. You can refuse delivery at your doorstep or return it after delivery. ^HM",cancellation,True
200050,"@AmazonHelp Please cancel all pending orders on my account right now!","@AmazonHelp Please log in to Your Orders to cancel items individually. If you require assistance, our support team can review orders with you: https://amazon.com/help ^RW",cancellation,True
200051,"@AmazonHelp tracking says 'Delivered to mailbox' at 2 PM but my mailbox is completely empty! No package.","@AmazonHelp Carriers sometimes mark packages delivered up to 24 hours in advance. Please check around porch/neighbors, and if not seen by tomorrow, let us know! ^HS",order_delivery,True
200052,"@AmazonHelp Can I change my delivery address while the package is out for delivery?","@AmazonHelp Once a package is out for delivery, address changes cannot be made. You may contact the carrier directly or refuse delivery upon arrival. ^SJ",order_delivery,True
200053,"@AmazonHelp The delivery driver threw my fragile package over a 6 foot gate and broke my fence light!","@AmazonHelp We take delivery property damage complaints very seriously. Please contact our logistics management team immediately: https://amazon.com/help ^BE",order_delivery,True
200054,"@AmazonHelp My delivery was scheduled for guaranteed 1-day Prime but is delayed by 4 days with no explanation.","@AmazonHelp We deeply apologize for the delay! If you paid extra for guaranteed delivery, please contact us for a shipping fee refund and status check. ^TS",order_delivery,True
200055,"@AmazonHelp Can I request a delivery pin code / OTP for high value deliveries?","@AmazonHelp Amazon automatically assigns One-Time Passwords (OTP) for select high-value items, sent to your registered email/SMS on the delivery day. ^GP",order_delivery,True
200056,"@AmazonHelp Carrier says 'Customer unavailable / door locked' but I have been sitting in my living room all day!","@AmazonHelp We apologize for the failed delivery attempt! The driver will typically make another attempt on the next business day. ^LN",order_delivery,True
200057,"@AmazonHelp How do I add gate code and buzzer instructions for the Amazon delivery driver?","@AmazonHelp You can add delivery instructions under Your Account > Your Addresses > Edit > Add Delivery Instructions (gate codes, drop locations). ^CB",order_delivery,True
200058,"@AmazonHelp Tracking number TBA09823414 shows invalid on the carrier tracking website.","@AmazonHelp TBA tracking numbers are handled by Amazon Logistics directly and should be tracked via Your Orders page on Amazon: https://amazon.com/orders ^AN",order_delivery,True
200059,"@AmazonHelp The courier left my package on the open sidewalk in heavy rain! Box is soaked.","@AmazonHelp We are so sorry for this poor delivery handling! Please inspect the contents; if anything is damaged, initiate a replacement in Your Orders. ^HM",order_delivery,True
200060,"@AmazonHelp What is the latest time Amazon delivery drivers deliver packages in residential areas?","@AmazonHelp Amazon Logistics delivers between 8:00 AM and 8:00 PM (and up to 9:00 PM or 10:00 PM during peak holiday seasons). ^MO",order_delivery,True
200061,"@AmazonHelp Do you ship groceries and fresh vegetables to zip code 90210?","@AmazonHelp Amazon Fresh delivery availability depends on local fulfillment centers. Enter your zip code on amazon.com/fresh to view delivery slots! ^HK",other,True
200062,"@AmazonHelp Where can I submit feedback and feature ideas for the Kindle e-reader software?","@AmazonHelp We appreciate your input! You can submit Kindle feature requests directly in Settings > Contact Us > Give Feedback on your device. ^DJ",other,True
200063,"@AmazonHelp Is Amazon Smile still active for charitable donations on purchases?","@AmazonHelp AmazonSmile was officially discontinued in early 2023. Amazon now supports community organizations through direct philanthropic partnerships. ^RW",other,True
200064,"@AmazonHelp Can I buy Amazon shares or stock directly through the Amazon shopping app?","@AmazonHelp Amazon stock is traded publicly under AMZN on NASDAQ and must be purchased through a registered brokerage firm or investment app. ^GP",other,True
